"token","poe_prob","id","name_A","name_B"
"A",0.923954384561054,376,"Information Technology Industry Council","International Intellectual Property Alliance"
"A",0.999613050703645,377,"Coalition of Services Industries","Rendeavour - Africa's Urban Future"
"A",0.99521725933965,378,"Deere & Company","Herbalife International of America"
"A",0.962672695499938,379,"American Association of Exporters and Importers","American Numismatic Association"
"B",0.995217100705052,380,"Distilled Spirits Council of the United States","Pharmaceutical Research and Manufacturers of America"
"A",0.99998815583171,381,"Advanced Drainage Systems, Inc.","Advanced Medical Technology Association"
"A",0.999972093254847,382,"TechNet","U.S. Grains Council"
"A",0.997492252588255,383,"Outdoor Power Equipment Institute","Retail Industry Leaders Association"
"A",0.999822644640151,384,"Etsy","Footwear Distributors & Retailers of America"
"A",0.99992475637871,385,"Personal Care Products Council","Securities Industry and Financial Markets Association"
"A",0.998467709146944,386,"Personal Care Products Council","W. L. Gore and Associates"
"A",0.94659634276387,387,"American Insurance Association","Personal Care Products Council"
"A",0.999561277791131,388,"The App Association","Washington Council on International Trade"
"A",0.999701786096586,389,"National Association of State Departments of Agriculture","The Fertilizer Institute"
"A",0.998827730851362,390,"Corn Refiners Association","Sweetener Users Association"
"A",0.998379234931411,391,"American Natural Soda Ash Corporation","National Cattlemen’s Beef Association"
"B",0.87795024127419,392,"American Potato Trade Alliance","United Parcel Service"
"A",0.999994719874786,393,"Jaguar Land Rover North America","U.S. Canadian Border Inspection Association"
"A",0.999724116315983,394,"American Association of Exporters and Importers","Outdoor Power Equipment Institute"
"A",0.975817675183099,395,"American Peanut Product Manufacturers","National Electrical Manufacturers Association"
"A",0.99999973659878,396,"Association of International Automobile Manufacturers","Recording Industry Association of America"
"B",0.999983293468881,397,"National Asparagus Council","National Grain and Feed Association"
"B",0.847242104853457,398,"Ranchers-Cattlemen Action Legal Fund United Stockgrowers of America","UL"
"A",0.862580080610221,399,"Canadian Produce Marketing Association","Grocery Manufacturers Association"
"A",0.999195879796847,400,"Express Association of America","JTM International"
"A",0.999876545263103,401,"Association of Global Automakers","Daewoo International"
"A",0.999888826054709,402,"Korean Air","National Fire Protection Association"
"A",0.99027015244824,403,"National Potato Council","Woori America Bank"
"A",0.490753420720665,404,"American Automotive Policy Council","Cargill"
"B",0.99965134240726,405,"Hexcel Corporation","Intel Corporation"
"B",0.945072606165394,406,"National Chicken Council","Wine Institute"
"B",0.511969532236005,407,"National Cattlemen’s Beef Association","National Council of Textile Organizations"
"B",0.999978162279071,408,"American Natural Soda Ash Corporation","Federal Express Corporation"
"A",0.999959808804784,409,"Distilled Spirits Council of the United States","Wine Institute"
"B",0.999768426108754,410,"Hunter Douglas","U.S. Competes Partnership"
"A",0.56051594486414,411,"Georgia Association of Manufacturers","Ocean Spray International"
"T",0.777807002208713,412,"California Cling Peach Board","Internet Association"
"A",0.999664351467109,413,"Association of International Automobile Manufacturers","Synergia Corporation"
"B",0.999984011631355,414,"California Cherry Board","Deutsche Post DHL"
"B",0.650483189470951,415,"Health Enterprises","Telecommunications Industry Association"
"A",0.997493094994938,416,"Air-Conditioning, Heating, and Refrigeration Institute","Northwest Horticultural Council"
"B",0.999989364693106,417,"National Potato Council","Rolls-Royce North America"
"A",0.999808614378667,418,"ASTM International","CRYSTAL GROUP"
"A",0.999088789333217,419,"Express Association of America","Gerdau Long Steel"
"A",0.530086511722959,420,"Emergency Committee for American Trade","Express Association of America"
"A",0.610549055833386,421,"Greenbrier Companies","The App Association"
"A",0.776813937869354,422,"California Cut Flower Commission","U.S. Wheat Associates"
"B",0.782428111580277,423,"Association of American Chambers of Commerce in Latin America","Hunter Douglas"
"A",0.730784049845294,424,"Manchester Trade","National Milk Producers Federation"
"B",0.999997007636434,425,"Business Roundtable","New York Life Insurance Company"
"A",0.992412837690191,426,"California Tomato Growers Association","Northwest Horticultural Council"
"B",0.952563721527998,427,"American Seed Trade Association","National Foreign Trade Council"
"B",0.999769464518241,428,"National Barley Growers Association","SIFMA"
"A",0.955643167056229,429,"California Cherry Board","U.S. Hop Industry Plant Protection Committee"
"A",0.999981510371552,430,"Gramercy Funds Management","National Restaurant Association"
"A",0.701501512606289,431,"Herbalife International of America","The Software Alliance"
"A",0.983987343533692,432,"California Cherry Export Association","Titanium Metals Corporation"
"A",0.994445485365943,433,"Industrial Truck Association","Wine Institute"
"A",0.989144597548703,434,"Acuity Brands","Herbalife Nutrition"
"A",0.622431040936181,435,"American Chamber of Commerce in Japan","Coca-Cola"
"A",0.98900421155369,436,"American Council of Life Insurers","Entertainment Software Association"
"A",0.999841557363124,437,"Outdoor Industry Association","S&P Global"
"A",0.923281948797445,438,"DuPont","Quality Plus"
"A",0.979641218908786,439,"Motion Picture Association of America","National Milk Producers Federation"
"A",0.999999829913468,440,"Express Association of America","Premier Rides"
"A",0.9992903260239,441,"National Foreign Trade Council","San Antonio Hispanic Chamber of Commerce"
"A",0.999788686952095,442,"U.S. Grains Council","U.S. Maritime Coalition"
"B",0.998045835764438,443,"National Confectioners Association","SEMI"
"A",0.99774722460822,444,"National Foreign Trade Council","National Grain and Feed Association"
"B",0.997195366388069,445,"Spectrum Brands' Hardware & Home Improvement","U.S.-Korea FTA Business Coalition"
"A",0.999898596269709,446,"Tile Council of North America","U.S. Meat Export Federation"
"A",0.991320973830766,447,"Herbalife International of America","National Fisheries Institute"
"B",0.442470520252536,448,"MCT Dairies","Sweetener Users Association"
"A",0.998018192360982,449,"American Potato Trade Alliance","Comstock & Theakston"
"A",0.999999997347586,450,"American Feed Industry Association","Owner-Operator Independent Drivers Association"
"A",0.999720275909439,451,"Business Europe","National Oilseed Processors Association"
"A",0.999970945250179,452,"North American Meat Association","Western PA District Export Council"
"A",0.999992583073469,453,"American Meat Institute","U.S. Association of Importers of Textiles and Apparel"
"A",0.999782786846174,454,"Express Association of America","Parkdale Mills"
"T",0.999698782946012,455,"Advanced Medical Technology Association","Bombardier Recreational Products"
"A",0.989861010200445,456,"International Fragrance Association North America","International Serum Industry Association"
"A",0.999891085310811,457,"Association of Global Automakers","U.S. Hop Industry Plant Protection Committee"
"B",0.956534708381791,458,"American Apparel & Footwear Association","American Iron and Steel Institute"
"A",0.985929068972932,459,"International Accreditation Forum","National Cattlemen’s Beef Association"
"A",0.966887821180538,460,"U.S. Council for International Business","United Fresh Produce Association"
"B",0.500953968764683,461,"Independent Bakers Association","Outdoor Industry Association"
"A",0.909868168826686,462,"American Association of Exporters and Importers","Eastman Chemical Company"
"B",0.995388502513746,463,"Hearth & Home Technologies","Novartis Corporation"
"A",0.999945198511417,464,"California Table Grape Commission","U.S. National Committee for the IECEx"
"A",0.999901856605125,465,"Biowest USA","National Potato Council"
"A",0.99970390990415,466,"National Milk Producers Federation","Tue Lauripsen Group"
"A",0.999972464051557,467,"European-American Business Organization","Flemish Master Weavers"
"A",0.999775095414534,468,"American Sugar Alliance","U.S. Global Value Chain Coalition"
"A",0.957897986626754,469,"Cigna","Wine Institute"
"A",0.999999166045303,470,"Alliance for Clean Technology Innovation","American Potato Trade Alliance"
"A",0.730537228931682,471,"American Line Pipe Producers Association","The Fertilizer Institute"
"A",0.966511481170922,472,"American Association of Port Authorities","Distilled Spirits Council of the United States"
"A",0.999913674988236,473,"Council of the Americas","National Barley Growers Association"
"A",0.99995668677885,474,"Carver and Associates","U.S. Lumber Coalition"
"A",0.999901566721954,475,"Association of Global Automakers","Chrysler Group"
"B",0.955000652663724,476,"Global GR","Personal Care Products Council"
"B",0.883375780416401,477,"Council of the Americas","Pharmaceutical Research and Manufacturers of America"
"B",0.809428251723652,478,"Deutsche Post DHL","Norfolk Southern Corporation"
"B",0.996795860438844,479,"Enka de Colombia S.A.","Global Data Alliance"
"B",0.507588923016154,480,"Eastman Chemical Company","National Cattlemen’s Beef Association"
"A",0.992421705398185,481,"American Council of Life Insurers","U.S. Soybean Export Council"
"A",0.957912005226596,482,"Distilled Spirits Council of the United States","Korea-Southeast United States Chamber of Commerce"
"A",0.999987310485536,483,"Council on Safe Transportation of Hazardous Articles","Suniva"
"B",0.992513785442359,484,"Cranberry Institute","U.S. Association of Importers of Textiles and Apparel"
"A",0.997496329479066,485,"American Iron and Steel Institute","Yum! Restaurants International"
"A",0.999758720643578,486,"CropLife America","Ford Motor Company"
"A",0.999552074613009,487,"American Apparel & Footwear Association","American Feed Industry Association"
"A",0.56211874450646,488,"Biotechnology Industry Organization","U.S. Chamber of Commerce"
"A",0.992089650174168,489,"NAFTZ","Personal Care Products Council"
"A",0.978385370140173,490,"California Cling Peach Board","International Dairy Foods Association"
"A",0.638240531475411,491,"National Association of Manufacturers","National Pork Producers Council"
"A",0.99970296795508,492,"Motion Picture Association of America","U.S. Business Coalition for TPP"
"A",0.924119409148483,493,"California Table Grape Commission","Kimberly-Clark Corporation"
"A",0.962655542739973,494,"Dredging Contractors of America","National Electrical Manufacturers Association"
"B",0.988939846237697,495,"U.S. Chamber of Commerce","U.S. Competes Partnership"
"B",0.656385666304101,496,"Association of Fish and Wildlife Agencies","Coalition for a Prosperous America"
"A",0.995390420985557,497,"Jaguar Land Rover North America","Ticketmaster"
"A",0.999999746026469,498,"Cranberry Marketing Committee","U.S. Association of Importers of Textiles and Apparel"
"A",0.999373657511473,499,"Air-Conditioning, Heating, and Refrigeration Institute","U.S. Cattlemen’s Association"
"A",0.99750705966982,500,"Can Manufacturers Institute","International Intellectual Property Alliance"
"A",0.999994567309821,501,"Charleston Metro Chamber of Commerce","News Media Alliance"
"A",0.884042702395686,502,"Smithfield Foods","U.S. Food and Agriculture Dialogue for Trade Asia-Pacific Working Group"
"A",0.999972442419288,503,"Association for Accessible Medicines","U.S.-Japan Business Council"
"B",0.996112564070965,504,"QVC","Semiconductor Industry Association"
"B",0.998159930740849,505,"Babcock & Wilcox","European-American Business Organization"
"A",0.999579895730078,506,"California Cling Peach Board","Tile Council of North America"
"B",0.507606654719145,507,"American Council of Life Insurers","Association for Affordable Medicine"
"T",0.5,508,"American Council of Life Insurers","Ginseng Board of Wisconsin"
"B",0.731390795396145,509,"Hexcel Corporation","National Corn Growers Association"
"A",0.999969068015182,510,"Alliance for American Manufacturing","Grocery Manufacturers Association"
"B",0.86590701195839,511,"American Forest & Paper Association","Federal Express Corporation"
"A",0.981878908311558,512,"Advanced Medical Technology Association","Cargill"
"B",0.99815744641937,513,"American Sugar Alliance","The App Association"
"A",0.997071970235737,514,"American Chamber of Commerce in Japan","National Potato Council"
"A",0.911944548505104,515,"Entertainment Software Association","Intellectual Ventures"
"A",0.999998832909875,516,"General Electric Company","Information Technology Industry Council"
"A",0.676472713508623,517,"Allegheny Technologies Incorporated","U.S. Meat Export Federation"
"A",0.999981844852106,518,"American Pistachio Growers","NatureSweet"
"B",0.952919522608291,519,"Clarita Accessories","MFJ International"
"A",0.99999957067903,520,"Interactive Advertising Bureau","Novelis Corporation"
"A",0.906133822406864,521,"Southern Shrimp Alliance","U.S. Meat Export Federation"
"A",0.912327758529905,522,"U.S. Chamber of Commerce","U.S. Cranberry Marketing Committee"
"B",0.859571838403184,523,"AM&S Trade Services","National Confectioners Association"
"B",0.999569343680752,524,"Fonterra","National Foreign Trade Council"
"A",0.976798569559287,525,"Amway Corporation","PetSmart"
"A",0.981066222380831,526,"American Potato Trade Alliance","Canadian Horticultural Council"
"B",0.998291415097009,527,"Surge Suppression Incorporated","U.S. Meat Export Federation"
"A",0.999930659542008,528,"Information Technology Industry Council","U.S. Cranberry Marketing Committee"
"A",0.998945891772688,529,"American Apparel & Footwear Association","Dallas Regional Chamber and the Dallas/Fort Worth international business community"
"A",0.922637154959951,530,"Intel Corporation","National Milk Producers Federation"
"A",0.998674792554723,531,"Aerospace Industries Association","National Corn Growers Association"
"B",0.982029727723162,532,"American Academy of Pediatrics","Valvoline"
"B",0.999986488539954,533,"American Sugar Alliance","National Business Association of Colombia"
"B",0.904529724351427,534,"Duty Drawback Coalition","National Council of Textile Organizations"
"A",0.761058972074671,535,"Business Software Alliance","Ocean Spray International"
"A",0.999989869993699,536,"Agri-Port Services","Deere & Company"
"B",0.995929387207352,537,"Council for Responsible Nutrition","Software & Information Industry Association"
"B",0.79723012583379,538,"Corn Producers Association of Texas","Metals Service Center Institute"
"A",0.924002314655206,539,"National Foreign Trade Council","Navistar International"
"A",0.999941204422658,540,"CSX","National Automobile Dealers Association"
"A",0.999820474199959,541,"Cranberry Marketing Committee","JTM International"
"B",0.505253594050399,542,"Emergency Committee for American Trade","National Council of Textile Organizations"
"A",0.730991458537369,543,"American Trucking Associations","Hexcel Corporation"
"A",0.999942670487813,544,"National Electrical Manufacturers Association","Seaboard Foods"
"A",0.99647057808755,545,"Canadian American Business Council","Personal Care Products Council"
"B",0.946477235362336,546,"American Pistachio Growers","Satellite Industry Association"
"B",0.995013937106182,547,"American Line Pipe Producers Association","Handmade Toy Alliance"
"A",0.99533563809749,548,"American Creative Technology & Innovative Organizations Network for Trade","California Tomato Growers Association"
"A",0.999564661927104,549,"Corn Refiners Association","Premier Rides"
"A",0.990136147329314,550,"Coca-Cola","Commercial Metals Co."
"A",0.958996748956028,551,"ConAgra Foods","Volvo Cars of North America"
"A",0.982001521745126,552,"Advanced Medical Technology Association","National Council of Textile Organizations"
"A",0.999985244208746,553,"Entertainment Software Association","Glanbia USA"
"A",0.998203748195771,554,"American Association of Port Authorities","POSCO"
"A",0.841896335531332,555,"American Feed Industry Association","Colfax Corporation"
"A",0.791171418141485,556,"Air-Conditioning, Heating, and Refrigeration Institute","Entertainment Software Association"
"A",0.993303385482439,557,"North American Meat Institute","Pet Food Institute"
"B",0.877138771007432,558,"American Potato Trade Alliance","Juniper Networks"
"A",0.991422756302938,559,"Canadian Produce Marketing Association","International Confederation of Inspection and Certification Organisations"
"B",0.621706627833821,560,"Arkema","Satellite Industry Association"
"A",0.979666649340684,561,"Cargill","ConAgra Foods"
"A",0.998497446537293,562,"American Chamber of Commerce in Singapore","Farmers Investment Co."
"A",0.999664351971762,563,"Association for Accessible Medicines","Korea Federation of Textile Industries"
"A",0.997697143101391,564,"National Milk Producers Federation","Sunkist Growers"
"A",0.999999761583029,565,"DuPont","International Intellectual Property Alliance"
"B",0.985574337260149,566,"Agricultural Council of California","British-American Business"
"T",0.374565970756076,567,"International Dairy Foods Association","Overseas Korean Traders Association of Southern California (OKTA S.C.) and its Business Coalition"
"A",0.986281457909908,568,"Aerospace Industries Association","Association for Affordable Medicine"
"A",0.994964624638796,569,"National Fisheries Institute","Northwest Horticultural Council"
"T",0.503690379138665,570,"American Sugar Alliance","Rendeavour"
"A",0.512051831154723,571,"American Association of Exporters and Importers","Corn Refiners Association"
"B",0.893370512911024,572,"Association for the Administration of Rice Quotas","Weeks Enterprises"
"B",0.678818774552727,573,"Asobancaria","TechAmerica"
"B",0.939415015472871,574,"American Feed Industry Association","Siemens"
"T",0.999291436943567,575,"National Potato Council","U.S.-Japan Business Council"
"A",0.999807626984298,576,"Amway Corporation","Grocery Manufacturers Association"
"A",0.561546169069495,577,"ASTM International","Toyota"
"A",0.997144754591635,578,"Association of Global Automakers","Footwear Distributors & Retailers of America"
"A",0.928444170870131,579,"ConAgra Foods","Internet Association"
"B",0.87976895141695,580,"Acuity Brands","Washington Council on International Trade"
"B",0.621884789949163,581,"Business Council for International Understanding","Business Europe"
"A",0.999996797435232,582,"HSBC Bank","U.S. Hop Industry Plant Protection Committee"
"A",0.932274699301918,583,"Biowest USA","Colorado Oil and Gas Association"
"B",0.986363613505698,584,"Agathon Associates - Textiles and Trade Consulting","Air-Conditioning, Heating, and Refrigeration Institute"
"B",0.997522081602775,585,"JBC International","Owner-Operator Independent Drivers Association"
"A",0.729650139742554,586,"National Council of Textile Organizations","National Electrical Manufacturers Association"
"A",0.759224820884091,587,"AbbVie","Shrimp Producers Marketing Cooperative"
"A",0.999512121300397,588,"Alticor","Distilled Spirits Council of the United States"
"A",0.999985260883725,589,"The App Association","U.S. Cattlemen’s Association"
"B",0.924755478583671,590,"Motion Picture Association of America","U.S. Cattlemen’s Association"
"B",0.999914020880087,591,"ACOPI","American Frozen Food Institute"
"A",0.993104904294115,592,"National Grain and Feed Association","Semiconductor Industry Association"
"A",0.903904894938302,593,"Coalition of Services Industries","Motor & Equipment Manufacturers Association"
"A",0.997499666202555,594,"Computer & Communications Industry Association","National Confectioners Association"
"A",0.689684229824974,595,"Alliance of Automobile Manufacturers","Corn Refiners Association"
"A",0.99999967670587,596,"California Table Grape Commission","Industrial Energy Consumers of America"
"A",0.796244704750846,597,"Chubb Group of Insurance Companies","Motion Picture Association of America"
"A",0.999190500578304,598,"ConAgra Foods","US-Colombia Business Partnership"
"A",0.999999996250169,599,"Blue Diamond Growers","California Cherry Board"
"B",0.997412644411757,600,"Ocean Spray International","SEMI"
"A",0.996870514885247,601,"National Association of Wheat Growers","Northwest Horticultural Council"
"A",0.999995186452714,602,"Association of American Publishers","National Corn Growers Association"
"B",0.991509034845014,603,"American Sugar Alliance","Volvo Cars of North America"
"A",0.999306908491811,604,"American Meat Institute","CRYSTAL GROUP"
"A",0.985237837215682,605,"Grocery Manufacturers Association","National Foreign Trade Council"
"A",0.999736204003865,606,"Boeing Company","Motor & Equipment Manufacturers Association"
"A",0.542225647105702,607,"Colombian Association of Insurance Companies","Pharmaceutical Research and Manufacturers of America"
"B",0.644582048688724,608,"“P” Sociedad de Agricultores de Colombia, SAC","Florida Fruit & Vegetable Association"
"A",0.999903526602514,609,"International Intellectual Property Alliance","National Foreign Trade Council"
"B",0.451071207143631,610,"American Soybean Association","Sunkist Growers"
"A",0.999988452698313,611,"National Football League","W. L. Gore and Associates"
"T",0.605380984758562,612,"San Antonio Hispanic Chamber of Commerce","Society of Chemical Manufacturers & Affiliates"
"A",0.592446483793172,613,"National Corn Growers Association","Society of Chemical Manufacturers & Affiliates"
"B",0.893309411735131,614,"IBM Corporation","U.S. Meat Export Federation"
"A",0.863861443877408,615,"Computer & Communications Industry Association","Motor & Equipment Manufacturers Association"
"A",0.999839124767389,616,"Steel Manufacturers Association","USA Rice Federation"
"B",0.973876776822559,617,"California Tomato Growers Association","Semiconductor Industry Association"
"A",0.999999121681275,618,"Northwest Horticultural Council","U.S. Cattlemen’s Association"
"B",0.997527233219864,619,"International Dairy Foods Association","Pfizer"
"A",0.99951003179463,620,"Association of American Chambers of Commerce in Latin America","Biotechnology Innovation Organization"
"B",0.989588455532048,621,"Alticor","Campbell Soup Company"
"A",0.999999429683968,622,"Organization for International Investment","The App Association"
"A",0.999986992599526,623,"American Iron and Steel Institute","Burton Corporation"
"A",0.72825474603778,624,"Corporate Council on Africa","Western Canada Alliance of Wall and Ceiling Contractors"
"A",0.533616974136326,625,"CF Industries","Coalition of Services Industries"
"B",0.99996880415768,626,"DuPont","Emergency Committee for American Trade"
"A",0.999999925467482,627,"Border Trade Alliance","HSBC Bank"
"A",0.999663975078517,628,"Greater Raleigh Chamber of Commerce","National Milk Producers Federation"
"T",0.5,629,"Computing Technology Industry Association","Dallas Regional Chamber and the Dallas/Fort Worth international business community"
"A",0.999890990574601,630,"Business Council of Canada","Hearth & Home Technologies"
"T",0.648821030352421,631,"Federal Express Corporation","Korean Chamber of Commerce and Industry in the USA"
"A",0.998291785150655,632,"Dow Chemical Company","Japan Automobile Manufacturers Association"
"A",0.990178945269294,633,"U.S. Meat Export Federation","Yum! Restaurants International"
"A",0.883492063118114,634,"General Electric Company","Rapid7"
"A",0.99997802857226,635,"Council on Safe Transportation of Hazardous Articles","National Cattlemen’s Beef Association"
"A",0.99970355115475,636,"IBM Corporation","North American Blueberry Council"
"A",0.997324955082063,637,"RSR Corporation","U.S. Grains Council"
"A",0.999992110165194,638,"European Services Forum","USA Rice Federation"
"A",0.995667700413812,639,"Libbey","San Antonio Hispanic Chamber of Commerce"
"B",0.679205506702082,640,"Duty Drawback Coalition","North American Meat Institute"
"A",0.999999988092709,641,"American Property Casualty Insurance Association","Port of Corpus Christi"
"A",0.990203876054872,642,"Express Association of America","Washington Council on International Trade"
"B",0.9999999792093,643,"American Meat Institute","Telecommunications Industry Association"
"B",0.99999300389806,644,"Lyna Berry Farms","U.S. Lumber Coalition"
"A",0.892172719523985,645,"Corn Refiners Association","Navistar International"
"A",0.999938234872621,646,"Amway Corporation","Cranberry Institute"
"A",0.977009987087512,647,"Eurometaux - European Association of the Non-Ferrous Metals Industry","MFJ International"
"A",0.993693156749275,648,"CF Industries","U.S. Chamber of Commerce"
"A",0.999990982960176,649,"Cisco Systems","Corn Refiners Association"
"A",0.999837858139895,650,"Alliance of Automobile Manufacturers","Distilled Spirits Council of the United States"
"B",0.999993661422153,651,"Ginseng Board of Wisconsin","National Confectioners Association"
"A",0.499822541783539,652,"Association of American Chambers of Commerce in Latin America","National Foreign Trade Council"
"A",0.999966990593328,653,"American Seed Trade Association","Federal Express Corporation"
"B",0.750694060029379,654,"Association of International Automobile Manufacturers","EchoStar Corporation"
"A",0.999903624478094,655,"North American Meat Institute","Titanium Metals Corporation"
"B",0.818218260689372,656,"American Seed Trade Association","Information Technology Industry Council"
"A",0.88349206789186,657,"Express Association of America","International Intellectual Property Alliance"
"A",0.999922251881244,658,"American Iron and Steel Institute","C.I. Unico Interior S.A."
"A",0.998683027529812,659,"Novartis Corporation","U.S. Chamber of Commerce"
"B",0.946588690926153,660,"Blue Diamond Growers","Pharmaceutical Research and Manufacturers of America"
"A",0.998498554936786,661,"American Creative Technology & Innovative Organizations Network for Trade","Dallas Regional Chamber and the Dallas/Fort Worth international business community"
"A",0.851049575436636,662,"Intel Corporation","Northwest Horticultural Council"
"A",0.968833178178459,663,"Computer & Communications Industry Association","Escalade"
"A",0.992976271832263,664,"National Cotton Council of America","U.S. Meat Export Federation"
"A",0.903114955862029,665,"Alliance for American Manufacturing","Informal Coalition of Tech and Internet Companies in Support of Digital Trade and Privacy"
"A",0.999942806912762,666,"Association of American Publishers","Express Association of America"
"A",0.999615903597669,667,"U.S. Meat Export Federation","USA Rice Federation"
"A",0.910338426770201,668,"American Veal Association","U.S. Association of Importers of Textiles and Apparel"
"A",0.817540934470344,669,"Cargill","International Intellectual Property Alliance"
"A",0.962258631151506,670,"National Cattlemen’s Beef Association","USA Rice Federation"
"A",0.651257047761301,671,"Campbell Soup Company","National Electrical Manufacturers Association"
"A",0.995086233053104,672,"Association of Global Automakers","Cargill"
"A",0.998071014084404,673,"Panasonic","USA Rice Federation"
"A",0.971175986694506,674,"National Barley Growers Association","Rassini"
"A",0.998993021462457,675,"JBS","U.S. Meat Export Federation"
"A",0.992984306108302,676,"National Marine Manufacturers Association","Personal Care Products Council"
"A",0.607300344018658,677,"American Natural Soda Ash Corporation","Ocean Spray International"
"B",0.500713910082958,678,"American Association of Exporters and Importers","Biotechnology Industry Organization"
"B",0.907568107484533,679,"Ticketmaster","U.S. Lumber Coalition"
"B",0.991387762501209,680,"Council of the Americas","National Sunflower Association"
"A",0.999558267486157,681,"Abbott","American Dehydrated Onion and Garlic Association"
"B",0.99316757432152,682,"California Cling Peach Board","Global GR"
"B",0.621048486899823,683,"Lake Carriers’ Association","National Council of Textile Organizations"
"A",0.999959837008703,684,"American Automotive Policy Council","National Chicken Council"
"A",0.90454263447656,685,"Herbalife Nutrition","National Renderers Association"
"T",0.50583086712043,686,"Biotechnology Innovation Organization","Etsy"
"A",0.848907878767894,687,"Canadian American Bar Association","The App Association"
"A",0.999999801376119,688,"American Feed Industry Association","Titanium Metals Corporation"
"B",0.998930495944645,689,"California Walnut Commission","Cranberry Marketing Committee"
"A",0.988919054240038,690,"Navistar International","Recording Industry Association of America"
"B",0.999999491805442,691,"Groundfish Forum","National Association of Manufacturers"
"B",0.998784368434239,692,"Bay Area Council","The App Association"
"A",0.999983296665032,693,"Aluminum Association","National Electrical Manufacturers Association"
"B",0.998723452826694,694,"U.S. Industrial Fabrics Institute","Washington Council on International Trade"
"A",0.996405070274393,695,"Advanced Drainage Systems, Inc.","Grocery Manufacturers Association"
"A",0.983961483240532,696,"Internet Association","U.S. Grains Council"
"A",0.99346863985282,697,"Society of American Florists","Toyota"
"A",0.999999999281873,698,"American Association for Laboratory Accreditation","Walmart"
"A",0.957337532614346,699,"American Forest & Paper Association","Food Marketing Institute"
"A",0.998012473993369,700,"Alliance for Clean Technology Innovation","Personal Care Products Council"
"A",0.98321356435344,701,"Industrial Truck Association","Personal Care Products Council"
"B",0.5,702,"American Insurance Association","Weeks Enterprises"
"A",0.744619299384289,703,"Specialty Food Association","U.S.-Japan Business Council"
"A",0.999996405351275,704,"Business Roundtable","Canadian Horticultural Council"
"A",0.665240955774822,705,"Blue Diamond Growers","International Dairy Foods Association"
"A",0.999996382000035,706,"Altrius Group","Information Technology Industry Council"
"A",0.999928081326917,707,"New England Council","Premier Rides"
"A",0.99781273400027,708,"Almond Alliance of California","Coalition for a Prosperous America"
"T",0.515495209308276,709,"IBM Corporation","Lyna Berry Farms"
"A",0.999969903173976,710,"International Wood Products Association","Wine & Spirits Wholesalers of America (WSWA)"
"A",0.86911569585641,711,"American Automotive Policy Council","Software & Information Industry Association"
"A",0.998484105423578,712,"Citigroup","Hyundai Motor Company"
"A",0.923724351142894,713,"Internet Association","POSCO"
"A",0.99996844652796,714,"American Insurance Association","The App Association"
"B",0.987313609526799,715,"California Tomato Growers Association","Information Technology Industry Council"
"A",0.874204582155959,716,"Independent Bakers Association","National Cattlemen’s Beef Association"
"A",0.998416130203216,717,"Alticor","U.S. Biotech Crops Alliance"
"A",0.97832513398305,718,"American Potato Trade Alliance","Cobb-Vantress"
"A",0.999999331914965,719,"Advanced Drainage Systems, Inc.","Computer & Communications Industry Association"
"B",0.474956151697433,720,"International Bank of Commerce","U.S. Industrial Fabrics Institute"
"B",0.994235147388683,721,"American Society of Composers, Authors and Publishers","U.S. Chamber of Commerce"
"A",0.999574286286106,722,"Computer & Communications Industry Association","National Cattlemen’s Beef Association"
"A",0.999403634693043,723,"Almond Board of California","International Council of Beverages Associations"
"A",0.999999121560666,724,"Association for Affordable Medicine","SK USA"
"B",0.944155931324919,725,"American Automotive Policy Council","Western Growers Association"
"B",0.862499393999212,726,"Fonterra","Timbuk2 Designs"
"A",0.998709656084022,727,"Alliance for Safe Online Pharmacies","Crescent Point Energy"
"B",0.5,728,"Express Association of America","Hollander Sleep Products"
"A",0.9999473336073,729,"Steptoe & Johnson","U.S. Apple Association"
"A",0.991396142547309,730,"Computing Technology Industry Association","Travel Goods Association"
"B",0.502520811796146,731,"Corn Refiners Association","Idaho-Oregon Fruit & Vegetable Association"
"B",0.5,732,"Advanced Medical Technology Association","US-Taiwan Business Council"
"T",0.50102284808231,733,"Advanced Medical Technology Association","American Line Pipe Producers Association"
"A",0.987548172958792,734,"Duty Drawback Coalition","National Electrical Manufacturers Association"
"A",0.999998873393484,735,"National Association of Manufacturers","Navistar International"
"A",0.998545198100287,736,"International Intellectual Property Alliance","Space Exploration Technologies"
"A",0.998046305048636,737,"Alliance of Automobile Manufacturers","International Dairy Foods Association"
"B",0.831229316480562,738,"NTN Corporation","Pfizer"
"B",0.650304897887065,739,"American Academy of Pediatrics","Securities Industry and Financial Markets Association"
"B",0.999999835904165,740,"Motor & Equipment Manufacturers Association","Overseas Korean Traders Association of Southern California (OKTA S.C.) and its Business Coalition"
"B",0.996204992680917,741,"Outdoor Industry Association","Software & Information Industry Association"
"B",0.651072619470709,742,"JBC International","National Chicken Council"
"B",0.999368392402809,743,"Hanjin Shipping Co.","Retail Industry Leaders Association"
"B",0.904668221748487,744,"National Association of International Trade","Rapid7"
"A",0.999981074700508,745,"American Council of Life Insurers","National Cattlemen’s Beef Association"
"B",0.999981069909319,746,"Corn Refiners Association","SEMI"
"A",0.99972421872363,747,"Lotte International America Corp.","Travel Goods Association"
"A",0.999971615508008,748,"Korean Importers Association","National Milk Producers Federation"
