"","empresa_index","btm_est","btm_lwr","btm_upr","empresa","org_type","org_reference","avg_length","se_btm","naics"
"127",127,-0.588703303,-1.638720747,0.412589299,"Westmoreland Coal Company","Other","Founded over 150 years ago, Westmoreland has long been a cornerstone of America's energy generation sector. Westmoreland Coal Company was founded in 1854 and is headquartered in Colorado Springs, Colorado. The company's current operations include surface coal mining complexes in three western states and power operations in the east and western United States. Founded in 1854, Westmoreland Mining is one of North America's oldest running companies. Headquartered in Lone Tree, Colorado, we've been a reliable partner in ... Westmoreland Coal Company, the Colorado-based owner of three coal mines in Montana, filed for Chapter 11 bankruptcy protection in federal court on… Listen • 0 ... The Westmoreland Coal Company is the oldest independent bituminous coal producer in the United States and usually ranks among the top twenty producers in terms ... Voluntary Petitions (showing 37 of 37 cases). Case Name, Case No. WESTMORELAND TEXAS JEWETT COAL COMPANY, 18-35671. WESTMORELAND COAL COMPANY, 18-35672. In the past year, Westmoreland Coal Company's stock price has dropped 97 percent, and, on Wednesday, April 25th, the company will be removed ...",984,0.523293379,"21"
"128",128,0.205318749,-0.889220903,1.311422228,"Association of International Automobile Manufacturers","Sector","OICA is the voice speaking on automotive issues in world forums. OICA members represent the global auto industry that drives economic progress. Founded 1919 in Paris, is an international trade association whose members are 39 national automotive industry trade associations. AIAM Rebrands Itself as the Association of Global Automakers. Trade association also moves its office to be closer to its members and Capitol Hill. Founded in 1919 and also referred to as the International Organization of Motor Vehicle Manufacturers, OICA is made up of more than 35 trade associations around ... It is an international organisation which supports the interests of the vehicle manufacturers, assemblers and importers. (JAMA) is a non-profit industry association which comprises Japan's fourteen manufacturers of passenger cars, trucks, buses and motorcycles. The Alliance of Automotive Innovation believes achieving personal mobility requires a single, unified voice for a safer, cleaner, smarter future.",1392,0.561388554,"54"
"129",129,1.987534501,1.270187318,2.786344753,"Walmart","Large","Walmart | Save Money. Live better. · Get it in as fast as 1 hour*. July 4th faves from $1.98 · Good-as-new gear. Save more with Resold at Walmart · Get it ... Shop Walmart.com today for Every Day Low Prices. Join Walmart+ for unlimited free delivery from your store & free shipping with no order minimum. Top 10 Best Walmart in Seattle, WA - July 2025 - Yelp - Walmart Supercenter, Walmart Neighborhood Market, Walmart Pharmacy, Target, Nordstrom Rack, ... Walmart and the Walmart Foundation provided more than $1.7 billion in cash and in-kind to support programs that align with our philanthropic priorities. Walmart Inc is an American multinational retail corporation that operates a chain of hypermarkets (also called supercenters), discount department stores, ... We connect you more meaningfully to Walmart customers. Accelerate your growth by advertising with America's largest omnichannel retailer. When you join our Walmart family of brands, you'll play a crucial role in shaping the future of retail, improving millions of lives around the world.",3637,0.386774856,"44-45"
"130",130,-0.553672318,-1.057350146,-0.056993629,"U.S. Association of Importers of Textiles and Apparel","Sector","USFIA represents brands, retailers, importers, and wholesalers based in the United States and doing business globally. Founded in 1989, USFIA works to eliminate ... The Office of Textiles and Apparel (OTEXA) undertakes industry analysis, participates in trade negotiations and trade promotion, and addresses trade barriers. Association Of Importers Of Textiles operates the a voice for textile and apparel importers across the country. The Company provides education, information, ... Founded in 1989 as the United States Association of Importers of Textiles & Apparel with the goal of eliminating the global apparel quota system, USFIA now ... Founded in 1989 as the United States Association of Importers of Textiles & Apparel with the goal of eliminating the global apparel quota system, USFIA now ... Representing more than 1,100 world famous name brands, we are the trusted public policy and political voice of the apparel and footwear industry, ... The United States Fashion Industry Association (USFIA) is dedicated to fashion made possible by global trade. USFIA represents brands, retailers ... The United States Association of Importers of Textiles and Apparel (USA-ITA) ... U.S. importers of textiles, garments, footwear, and other consumer goods. 2005-1209: U.S. ASSOCIATION OF IMPORTERS OF TEXTILES AND APPAREL V. U.S., ET AL., Precedential · August 3, 2015 · 14:51 ...",3675,0.255192989,"42"
"131",131,0.653019401,-0.338812402,1.674389738,"Nestlé","Large","Our Annual Report outlines our financial performance and the progress we have made towards meeting our societal commitments. Welcome to Nestlé USA! Explore our wide range of products, recipes, and nutritional information as you embark on a delicious journey. Nestlé S.A. is a Swiss multinational food and drink processing conglomerate corporation headquartered in Vevey, Switzerland. As the world's largest food and beverage company we are driven by a simple aim: unlocking the power of food to enhance quality of life for everyone, ... Nestlé Professional Solutions is committed to providing the finest ingredients, operational knowledge, and uncompromised support to foodservice operations. Nestlé Health Science empowers healthier lives through nutrition. As a global leader in the science of nutrition, we nourish those who need extra care, fill ...",1646,0.513571974,"31-33"
"132",132,0.241004365,-0.346595445,0.849192252,"U.S. Lumber Coalition","Sector","U.S. Lumber Coalition is an alliance of softwood lumber producers, timberland holders and their communities that works to address Canada's unfair trade ... The U.S. Lumber Coalition is an alliance of large and small softwood lumber producers from around the country, joined by their employees and ... The U.S. Lumber Coalition is an alliance of large and small softwood lumber producers from around the country, joined by their employees and ... The U.S. Lumber Coalition is an alliance of large and small softwood lumber producers from around the United States that formed in 1985 to respond to the ... The US Lumber Coalition, a nationwide alliance of softwood lumber dealers, continues to rail against what it views as unfair Canadian trade practices. Us Lumber Coalition promotes fair trade of forest products between the US and its trading partners. It supports negotiations between the United States and ...",20829,0.305047882,"11"
"133",133,-1.034334262,-1.985230432,-0.191394823,"Fashion Accessories Shippers Association","Sector","Gemini Shippers Group joined almost 50 associations in a letter to the Federal Maritime Commission seeking relief from Demurrage and Detention changes. Fashion Accessories Shippers Association www.fasa.nyc 137 West 25th Street, 3rd Floor New York, NY 10001 info@fasa.nyc 212-947-3424 Our member commodity classifications include Fashion Accessories, Luggage, Footwear, Promotional Items, Giftware, Office Supplies, Apparel, Electronics, ... FASA, AS A TRADE ASSOCIATION, DISSEMINATES CURRENT INFORMATION TO THOSE IN THE FASHION ACCESSORY INDUSTRY, SUCH AS MANUFACTURERS, SHIPPERS, AND IMPORTERS, ... Company profile page for Fashion Accessories Shippers Association Inc including stock price, company news, executives, board members, ... Summary charts: organization finances over time · Revenue. $4.99M (2023) · Expenses. $4.97M (2023) · Total Assets. $8.19M (2023) · Total Liabilities. $128k ( ... FASA, as a trade association, disseminates current information to those in the fashion accessory industry, such as manufacturers, shippers, and importers. Fashion Accessories Shippers Association Inc, operating as a public charity in New York, NY, provided $2500 in grants in 2023. Shipping news about carriers, imports, exports, ports, and ocean freight contracts. As a nonprofit organization, its primary mission is to represent and promote the interests of manufacturers, shippers, and importers within this sector.",2636.5,0.457611125,"54"
"134",134,1.408217382,0.249090305,2.596635797,"Atlas Air Worldwide Holdings","Large","Atlas Air's technologically advanced fleet offers flexible, creative, and award-winning solutions that meet your unique needs—quickly, safely, reliably. Atlas Air Worldwide is a leader in global airfreight, with more than 30 years of experience serving freight, commercial, charter, and military customers. Atlas Air Worldwide Holdings, Inc. is an airline holding company based in Purchase, New York. The group owns Atlas Air, Polar Air Cargo. Conyers advised Atlas Air Worldwide Holdings, Inc. (Atlas) on BVI and Cayman Islands law aspects of the acquisition of Atlas by Rand Parent, LLC (Rand). Atlas Air Worldwide Holdings, Inc., through its subsidiaries, provides outsourced aircraft and aviation operating services. Atlas Air is an industry leader in freight and passenger service, including ACMI, CMI and charter operations, helping customers grow their businesses. It is a wholly owned subsidiary of Atlas Air Worldwide Holdings. Atlas Air is the world's largest operator of the Boeing 747, with 61 of the type. In 2021 ...",7410,0.598863646,"48-49"
"135",135,0.786851634,0.356945134,1.226345415,"National Pork Producers Council","Agri","The National Pork Producers Council (NPPC) advocates for the social, environmental, and economic sustainability of US pork producers and their partners. The judgment of the US Court of Appeals for the 9th Circuit, affirming the dismissal of a complaint challenging California's Proposition 12 under a dormant ... The National Pork Producers Council is a trade association representing U.S. pork producers and other industry stakeholders. It lobbies on behalf of its ... Discover delicious recipe ideas, cooking tips, nutrition facts and celebrate the authentic flavors or real pork! The council conceded that California had no intent to economically discriminate against out-of-state pork producers or protect in-state producers, which were ... 54K followers 󱞋 561 following The National Pork Producers Council (NPPC) is the global voice for the US pork industry. Response to motion for an extension of time from petitioner National Pork Producers Council, et al. filed. Main Document. Nov 02 2021, Motion to extend the time ...",5709,0.221785786,"11"
"136",136,3.192223141,2.412205155,4.062113753,"Citigroup","Large","Citi is a leading global bank for institutions with cross-border needs, a global provider in wealth management and a U.S. personal bank. Citibank offers multiple banking services that help you find the right credit cards, open a bank account for checking, & savings, or apply for mortgage ... Citigroup Inc., a diversified financial service holding company, provides various financial product and services to consumers, corporations, governments, ... Citigroup, Inc. is a holding company, which engages in the provision of financial products and services. It operates through the following segments: Global. Working at Citi is far more than just a job. A career with us means joining more than 230000 dedicated people from around the globe. Citigroup Inc. is a diversified financial services holding company that provides a broad range of financial services to consumer and corporate customers. The ... Citigroup Inc. or Citi (stylized as citi) is an American multinational investment bank and financial services company based in New York City. Citigroup Inc. is a holding company, which engages in the provision of financial products and services. It operates through the following segments: Services, ... Citigroup Inc. is a global diversified financial services holding company. The Company's segments include Services, Markets, Banking, Wealth and U.S. ...",2302.333333,0.42089505,"52"
"137",137,2.146248724,1.118346067,3.235299221,"North American Market Working Group of the U.S. Food and Agriculture Dialogue for Trade","Agri","The North American Market Working Group includes more than 100 participants and provides a venue for stakeholders with strong interests in the ... The North American and Asia-Pacific. Market Working Groups of the U.S. Food and Agriculture Dialogue for Trade look forward to working with the ... We are focused on improving the. U.S. position in the North American market and look forward to working with the Trump. Administration on ways ... The undersigned organizations, working collectively through the U.S. Food and Agriculture Dialogue for. Trade that represents the diverse ... The U.S. Food and Agriculture Dialogue for Trade informs and enables engagement nation-wide among a broad cross-section of U.S. stakeholders in trade. We are ... The U.S. food and agricultural sector looks forward to working with your Administration to create new jobs and spur economic growth for all ... His longstanding leadership in removing trade barriers, negotiating market access openings in foreign markets and resolving complex trade matters affecting ... The Trade Expansion Act of 1962 gives USTR a central role in developing and coordinating U.S. international trade policy and leading trade ... The North American Market Working Group of the U.S. Food and Agriculture Dialogue for Trade, a coalition of agricultural groups and food ... North American Market Working Group of the U.S. Food and Agriculture Dialogue for Trade, Docket No. USTR-2017-0006. Food & Agriculture Letter on ...",22307,0.54003907,"11"
"138",138,0.139916445,-0.576425919,0.829363228,"Industrial Truck Association","Sector","We are ITA. Who We Serve. United States. ITA's manufacturing Members represent more than 90% of the forklift market in North America. The Industrial Truck Association represents the manufacturers of powered and non-powered industrial trucks (forklifts) who do business in the United States, ... The Industrial Truck Association (ITA) is headquartered in Washington, DC, USA, and is the leading organization of industrial truck ... OSHA and the Industrial Truck Association (ITA) continue to recognize the value of maintaining a collaborative relationship to improve safety and health ... For more than 70 years, the Industrial Truck Association has been the leading organization of industrial truck manufacturers and suppliers. For more than 70 years, the Industrial Truck Association (ITA) has been the leading organization of industrial truck manufacturers and suppliers of component ... The Industrial Truck Association represents the manufacturers of lift trucks and their suppliers who do business in Canada, the United States or Mexico.",2715.5,0.35861968,"31-33"
"139",139,3.170530019,2.063119903,4.341194202,"Kansas City Southern","Large","CPKC is the first and only single-line rail network connecting a continent - Canada, the United States and Mexico. The Kansas City Southern Railway Company (reporting mark KCS) is an American Class I railroad. Founded in 1887, it operated in 10 Midwestern and ... Use this site to learn about and search for opportunities available on our U.S. network in Kansas City and places south on the former Kansas City Southern ... The Surface Transportation Board approved the $31 billion acquisition of Kansas City Southern by Canadian Pacific Railway. Kansas City Southern. Welcome, KCS Customers. Please enter your MyKCS User ID and Password to continue to our secure transaction portal ... Kansas City Southern (KCS) was a transportation holding company with railroad investments in the United States, Mexico, and Panama and operated from 1887 to ... Provided to YouTube by The Orchard Enterprises Kansas City Southern · Turnpike Troubadours · RC Edwards Diamonds & Gasoline ℗ 2010 Onward ... CPKC is the combination of two historic railways, Canadian Pacific and Kansas City Southern, resulting in the only transnational rail network in North America. The KCS Historical Society is dedicated to preserving the history of the Kansas City Southern (KCS) Railway.",18915,0.581141403,"48-49"
"140",140,-0.293397727,-1.433947953,0.836411644,"Solar Turbines Incorporated","Large","Solar Turbines is one of the world's leading manufacturers of industrial gas turbines, with more than 16,000 installed in 100 countries with service available ... Solar Turbines Incorporated, a wholly owned subsidiary of Caterpillar Inc., designs and manufactures industrial gas turbines for onshore and offshore ... Solar is a leading provider of energy solutions, featuring an extensive line of gas turbine-powered compressor sets, mechanical drive packages, and generator ... Solar Turbines' gas turbines and gas compressors help supply reliable power in unique environments around the world. From the outskirts of Bangkok, Thailand to ... Solar Turbines is a World Leader in Designing, Manufacturing and Servicing Industrial Gas Turbine Power System Solutions for the Oil & Gas and Power Generation ... Solar Turbines Incorporated, headquartered in San Diego, California, is a wholly-owned subsidiary of Caterpillar Inc. Solar manufactures the world's most ... Solar Turbines has been innovating the energy industry for more than 60 years and we will continue to push what is possible. Solar Turbines Incorporated, a wholly owned subsidiary of Caterpillar Inc., designs and manufactures industrial gas turbines for onshore and offshore ... Solar Turbines designs and manufactures quality gas turbines and packages that work around the world. For both Oil and Gas and Power Generation industries, ... For nearly 70 years, Solar Turbines has been developing and manufacturing gas turbine engines. Pictured here is where it all began.",3053,0.579173367,"31-33"
"141",141,0.802286545,-0.197124602,1.850901376,"Gale International","Other","Gale International is a family owned and managed real estate business that is committed to developing a better world one place at a time. Gale International is a privately owned real estate development company based in New York City. [1] With roots dating back to 1922, the company is active in ... Gale International is one of the largest private real estate development and investment firms in the world. Headquartered in New York City. Gale offers thousands of academic tools like databases, eBooks, primary source content, eLearning solutions, and more. See what's available at your library! Gale International is a family owned and managed real estate business that is committed to developing a better world one place at a time. We have experience in every facet of large scale real estate projects, from initial land transactions to master planning to ongoing operations. Gale International is headquartered in the United States. The Company's line of business includes renting, buying, selling and appraising real estate. Gale International is privately owned real estate development based in New York City. Contact Address 303-305, A-3F, The Sharp Central Park 2, Yeonsu-gu. ... Gale International is a global real estate development and investment firm dedicated to creating dynamic urban environments in which people live, work and ...",1133,0.522455607,"53"
"142",142,1.877039296,0.974050983,2.896132179,"Corporate Council on Africa","Cross","The Corporate Council on Africa (CCA) is the leading US business association focused solely on connecting business interests in Africa. The Corporate Council on Africa (CCA) is a trade association focusing on strengthening commercial relationships between the United States and the African ... Corporate Council on Africa (CCA) is the leading U.S. business association focused solely on connecting business interests in Africa. The Corporate Council on Africa (CCA) is a nonprofit, membership-based organization established in 1993 to promote business and investment between the United ... The Corporate Council on Africa (CCA), established in 1993, is at the forefront of strengthening and facilitating the commercial relationship between the ... Corporate Council on Africa (CCA) is the leading U.S. business association focused solely on connecting business interests in Africa. 1100 17th Street, N.W., ... The Corporate Council on Africa (CCA), established in 1993, is at the forefront of strengthening and facilitating the commercial relationship between the ... 1:08 Interview with Florie Liser, President & CEO of CCA, on the 2024 US-Africa Business Summit. 569K views 1 year ago Corporate Council on Africa (CCA) is focused on promoting business and investment between the U.S. & Africa. 1100 17th St NW, Ste 1000, Washington D.C. ... We publish news and views ranging from vigorous opponents of governments to government publications and spokespersons. Publishers named above each report are ...",5729,0.490326836,"54"
"143",143,2.594293002,1.669639521,3.58439221,"Business Council for International Understanding","Cross","A strategic partner for global businesses and governments, BCIU helps build the infrastructure of a modern world by facilitating relationships, partnerships, ... The Business Council for International Understanding (BCIU) is an American not-for-profit, nonpartisan, membership organization that encourages dialogue ... BCIU facilitates mutually beneficial, person-to-person relationships between business and government leaders worldwide. The Business Council for International Understanding (BCIU) is a nonpartisan, U.S.-based organization that works to expand international trade and commerce. Designated as a 501(c)3 Organizations for any of the following purposes: religious, educational, charitable, scientific, literary, testing for public safety. Business Council for International Understanding. Live Events (9) Past Events ... Business. KENYA: Roundtable Discussion with Ryan Hollowell, (NEW) ... BCIU facilitates mutually beneficial, person-to-person relationships between business and government leaders worldwide.",1774,0.488457318,"54"
"144",144,2.27898852,1.31073077,3.37630605,"SEMI Americas","Tech","SEMI connects members to information, opportunities and marketing channels that showcase company brands, products and services to buyers and partners around ... SEMI is the only global industry association providing a platform to unite the semiconductor ecosystem with the broader $2.8 trillion electronics manufacturing ... Welcome to the SEMI Silicon Valley Chapter—your hub for industry insight, networking, and collaboration in the Silicon Valley. SEMICON West 2025 makes its debut in Phoenix, October 7–9—positioning the city as a key hub for innovation and industry growth. This milestone event gathers ... From June 24–26, explore the leading event where the design, innovation, and application of sensor technologies come together. Expand your knowledge on #MEMS ... SEMI exists to advance member interests, to help them grow profitably, and to help them discover new markets and opportunities across the micro- and ... The first show, at the Phoenix Convention Center, is October 7-9, 2025, then it returns in 2027 and 2029. SEMI's decision to host SEMICON West in Phoenix ... SEMI Americas advances members, fosters growth, & discovers opportunities in micro/nano-electronics. 󱙶. Follow.",2655,0.52693247,"54"
"145",145,-2.042770371,-2.494907104,-1.621127882,"California Cling Peach Board","Agri","We are the growers of California Cling Peaches. California Cling Peaches packed in Cans, Jars, and Single Serve cups are just as nutritious as produce stand ... California Cling Peaches in Cans, Jars, and Single-Serve cups align with all the values that are important to today's consumers. Our California grown peaches are meticulously picked, packed, and shipped at the height of their ripeness, ensuring a continuous source of delicious flavor and ... The California Cling Peach Growers Advisory Board is hereby established to assist the Department in the administration of this Marketing Order. The Board shall ... California Cling Peaches in Cans, Jars, and Single-Serve cups align with all the values that are important to today's consumers. Picked, packed and shipped at their peak of ripeness, California Cling Peaches have more nutritional goodness than fresh – always! California Cling Peach Board (CCPB) is the leading brand responsible for the cultivation and distribution of California Cling Peaches.",5650,0.222902863,"11"
"146",146,0.824201229,0.184401806,1.493723394,"Software & Information Industry Association","Tech","For 40+ years, SIIA has driven growth in information industries, empowering members to fuel the global economy and improve public policies. The Software and Information Industry Association (SIIA) is a trade association dedicated to the entertainment, consumer and business software industries. The Software & Information Industry Association is the principal trade association for the software and digital content industry. SIIA provides global ... The Software & Information Industry Association is a private trade organization with absolutely no independent law enforcement authority. A comprehensive list of associations in the software and information technology industry. SIIA is where specialized technology, content and information companies and associations connect, learn and collaborate. From small and large specialized ... News about Software & Information Industry Association (SIIA) from EdWeek Market Brief, which covers the intersection of K-12 schools and business.",6613,0.334010609,"51"
"147",147,1.271665855,0.620517862,1.963090065,"Business Roundtable","Cross","Business Roundtable is an association of chief executive officers of America's leading companies working to promote a thriving US economy. The Business Roundtable (BRT) is a nonprofit lobbyist association based in Washington, D.C. whose members are chief executive officers of major U.S. ... Timed with the one-year anniversary of the Business Roundtable's landmark redefinition of corporate purpose, we asked the public how they believe companies ... Business Roundtable is an association of chief executive officers of America's leading companies working to promote a thriving US economy and expanded ... Business Roundtable (BRT) is an association of chief executive officers of leading US companies with over $6 trillion in annual revenues and more than 14 ... The Small Business Roundtable (SBR) is a coalition of leading small business and entrepreneurship organizations, dedicated to advancing policy, securing access ...",3586,0.342492909,"55"
"148",148,0.827637755,0.413201382,1.263157402,"The Software Alliance","Tech","Developing common metrics helps boards and executives better assess their companies' cybersecurity risks. Learn More The Software Alliance, also known as BSA, is a trade group of business software companies established in 1998. Its principal activity is trying to stop ... The Business Software Alliance, is a trade group founded by Microsoft that attempts to eliminate software piracy of the software made by its members. Many major ... Has anyone been contacted by this BSA (The Software Alliance) regarding Autodesk software license? ""...provide us with software information, The Business Software Alliance (www.bsa.org) is the global trade association of the enterprise software industry, representing companies that are leaders in ... The Business Software Alliance (www.bsa.org) is the global trade association of the enterprise software industry, representing companies that are leaders in ...",5638.857143,0.216825515,"51"
"149",149,-0.63709504,-1.257646818,-0.011743595,"JBC International","Other","JBC International is an international business-consulting firm that provides innovative strategies to expand, increase, and protect the international ... We are specialist in the manufacture and Exports of Soil Erosion Control Products, Horticulture Peat and Floor Coverings, made of 100% natural Coir (coconut) ... JBC International stands at the intersection of innovation and precision, pioneering advancements across medical technology, financial services, and creative industries. Join us as we shape a smarter, more connected, and sustainable world. JBC International is a lobbying firm that was hired by 4 clients in 2009, for a total amount of $40,000. Annual Lobbying by JBC International ... Management Consulting Group of Internationally experienced Major Event Leaders - raning from FIFA World Cup to Summer and Winterr Olympic Games ... We are specialist in the manufacture and Exports of Soil Erosion Control Products, Horticulture Peat and Floor Coverings, made of 100% natural Coir (coconut) ... As a leading global recruiting agency, we take the time to get to know the people we partner with and figure out where they will shine. Find company research, competitor information, contact details & financial data for JBC International LLC of Troy, MI. Get the latest business insights from ... JBC International Homepage. A partial list of JBC International's clients includes: Diageo; California Wine Institute; Procter & Gamble; Roadway Express ... A textile converting company specializing in producing fabric for apparel, home furnishing and commercial manufacturers for over 30 years.",11048.33333,0.317832455,"54"
"150",150,-0.113840554,-1.03616279,0.814790823,"Regal Beloit Corporation","Large","Regal Rexnord motors and powertrain products keep systems running. Learn how we create a better tomorrow by energy-efficiently converting power into motion. Regal Beloit Corporation ... In October 2021, Regal Beloit Corporation completed its merger with Rexnord Corporation, creating Regal Rexnord Corporation. We are a leading, global manufacturer of airflow, motion control, power transmission, and power generation solutions used in commercial, industrial and ... Regal Rexnord Corporation announced that it has completed the merger of Regal Beloit Corporation with Rexnord Corporation's Process & Motion Control Business. Regal Beloit Corporation is a global manufacturer of electric motors and controls, electric generators and controls, and mechanical motion control products. Regal Beloit Corp headquarters address, phone number and website information and details on other Regal Beloit Corp's locations and subsidiaries. We are a leading, global manufacturer of airflow, motion control, power transmission, and power generation solutions used in commercial, industrial and ...",2376,0.472182044,"31-33"
"151",151,-1.431538508,-2.231099175,-0.692232687,"American Oilseed Coalition","Agri","Founded in 1930, NOPA is the national trade organization located in Washington, DC representing the US soybean, canola, flaxseed, safflower seed, and sunflower ... ASA, joined by National Corn Growers Association, National Oilseed Processors Association and Corn Refiners Association, led a coalition of ... ASA led a coalition of farm groups this week in a letter supporting a funding request from the U.S. Department of Agriculture's National Agricultural. NOPA is a national trade association that represents the US soybean, canola, flaxseed, safflower seed, and sunflower seed crushing industries. ASA, joined by National Corn Growers Association, National Oilseed Processors Association and Corn Refiners Association, led a coalition of food ... A group of ASA members representing many soybean production states is in Washington this week to personally deliver the support message to their representatives ... A coalition of food and agriculture groups representing millions of US farmers, ranchers, and producers in urging the Make America Healthy Again Commission. The coalition is pushing for higher biomass diesel blending mandates in the range of 5.5 billion to 5.75 billion. “That would be up dramatically ... U.S. participation in FAO is essential to advancing science-based global standards, supporting food security and protecting American ... The National Oilseed Processors Association (NOPA) today announced that Ryan Locke will serve as the association's new Vice President of Engagement.",5815.5,0.392567982,"11"
"152",152,0.60572453,0.032485881,1.201692828,"CropLife America","Agri","CropLife advocates for crop protection regulation, sustainability, biotech, pesticides, and tools supporting universally healthy food, people, and planet. CropLife America (CLA), is the national trade association that represents the manufacturers, formulators and distributors of pesticides. CropLife International is an international trade association of agrochemical companies founded in 2001. It was previously known as Global Crop Protection ... CropLife International is an association, based in Brussels, Belgium, which promotes agricultural technologies such as pesticides and plant biotechnology. CropLife America, the national trade association representing pesticide manufacturers, formulators, and distributors, has joined a national ... CropLife America stands firmly behind the responsible use of pesticides as a critical tool for the farmers who grow healthy, affordable, and abundant food for ... CropLife America is a trade association representing the manufacturers of pesticides and other agricultural chemicals. It was formerly known as the American ... PAC Contribution Data, 2019-2020 · Contributions from this PAC to federal candidates (list recipients) 44.96% to Democrats, 55.04% to Republicans, $119,000. Established in 1933, CropLife America (CLA) represents the developers, manufacturers, formulators and distributors of plant science solutions for ...",8575.75,0.298267078,"31-33"
"153",153,0.917684362,-0.104611517,1.981587819,"Mars","Large","Mars is the world's leading manufacturer of chocolate, chewing gum, mints and fruity confections. Our Associates work hard to improve the way we source, make ... Mars is the fourth planet from the Sun. It is also known as the ""Red Planet"", because of its orange-red appearance. Mars is a desert-like rocky planet with ... Mars is the fourth planet from the Sun, and the seventh largest. It's the only planet we know of inhabited entirely by robots. Mars – the fourth planet from the Sun – is a dusty, cold, desert world with a very thin atmosphere. This dynamic planet has seasons, polar ice caps, extinct ... The show will focus on a wide variety of topics, including Mars and space exploration, STEM education, technology, women in science, and much more, with ... Mars is the world's leading manufacturer of chocolate, chewing gum, mints and fruity confections. Select a brand to learn more. 3 Musketeers logo. 3 MUSKETEERS. The Curiosity rover landed on Mars on August 5, 2012. Since then, it's sent over 200,000 photographs back to Earth. JPL engineers transform these photos into a ... Mars Express has provided breathtaking views of Mars in three dimensions. It has provided the most complete map of the chemical composition of the atmosphere. Follow humanity's journey to the Red Planet with the latest Mars news, features and articles.",5577,0.532193708,"31-33"
"154",154,-1.274971947,-1.795484759,-0.784558474,"Allegheny Technologies Incorporated","Large","Our capabilities range from alloy development and vacuum melting to rolling, forging, powder and additive manufacturing, with high-value fabrication services ... ATI Inc. (previously Allegheny Technologies Incorporated) is an American producer of specialty materials headquartered in Dallas, Texas. The company was formerly known as Allegheny Technologies Incorporated. ATI Inc. was founded in 1996 and is headquartered in Dallas, Texas. www.atimaterials ... ATI is a $3 billion global specialty materials company that serves customers in aerospace, defense and other demanding markets. As of 01-Jul-2025, Allegheny Technologies's stock price is $83.89. Its current market cap is $11.8B with 141M shares. (As of Tuesday Closing). Stock Price ... Allegheny Technologies Incorporated (ATI) is one of the largest and most diversified specialty metals producers in the world with revenues of $5.2 billion for ... Allegheny Technologies Incorporated · Ticker:ATI · Company type: · Revenues ($M):$4,312 · Profits ($M):$154 · Market value ($M):$4,067 · Number of employees: ... At ATI, we solve the world's challenges through materials science. For more than a hundred years, we've been meeting challenges for customers whose systems ... ATI, Inc. engages in the manufacture of specialty materials and components. It operates through the High Performance Materials and Components and Advanced ... of ATI INC. (F/K/A ALLEGHENY TECHNOLOGIES INCORPORATED) lobbying was just disclosed, from Q4 of 2024, in a new Lobbying Disclosure Act ...",51567.4,0.257889358,"31-33"
"155",155,0.76287621,-0.074527824,1.603832727,"Plastics Pipe Institute","Sector","The Plastics Pipe Institute is a non-profit trade association dedicated to the advocacy and advancement of use of plastics in pipe infrastructure systems ... The book will assist in designing and installing PE piping systems that can protect utilities and other end users from corrosion, earthquake damage and water ... The Plastics Pipe Institute Inc. (PPI) is the major trade association representing all segments of the plastic pipe industry and is dedicated to promoting ... The Drainage Division, a division of the Plastics Pipe Institute Inc. (PPI) provides drainage and stormwater systems management solutions. Plastic pipe systems are a sustainable and environmentally responsible choice that will serve generations to come. They are energy efficient during ... From running more than a mile of HDPE pipe under water to installing advanced piping systems in a LEED-certified skyscraper, these companies set the standard ... Chapter 2. Inspections, Tests and Safety Considerations. Introduction. 15. PE Piping in the Field. 16. Packaging for Commercial Transport. The Plastics Pipe Institute Inc. (PPI) has announced the winners of its Projects and Members of the Year. The award-winning 2024 projects ... Our Mission. To advocate for the expanded acceptance and use of high reliability plastic pressure pipe and tubing systems in building and construction ...",2346,0.428153202,"23"
"156",156,0.269130371,-0.307400308,0.84868521,"National Association of Wheat Growers","Agri","The National Association of Wheat Growers was founded more than 70 years ago by producers who wanted to work together for the common good of the industry. National Association of Wheat Growers (NAWG) 4.4K followers 140 following Advancing Wheat Through Advocacy, Innovation, and Alliances. The National Association of Wheat Growers (NAWG) is an advocacy group based in Washington, D.C. that supports the collective interests of wheat farmers in ... Past NAWG Presidents Dusty Tallman, Gary Broyles, and Bing Von Bergen share their experiences in Washington, D.C., fighting for wheat ... Through educational programs, NWF provides opportunities for growers and future leaders to become involved and learn more about the wheat industry. NAWG is the primary representative in Washington D.C. for wheat growers, working to ensure a better future for America's growers, the industry and the ... The foundation of NAWG's work is developing and advocating for policies that help wheat growers remain profitable and become better stewards of their ...",3542,0.294919775,"11"
"157",157,1.198835657,0.490199123,1.935010634,"The Fertilizer Institute","Agri","The Fertilizer Institute empowers the fertilizer industry to nourish our world. We ensure food production and security for a thriving tomorrow. TFI is the public voice of the fertilizer industry, acting as an advocate for fair regulation and legislation. We are a consistent source for trusted ... TFI is the voice of the fertilizer industry, acting as an advocate for fair regulation and legislation, a source for trusted information and data, ... TFI is the leading voice in the fertilizer industry, representing the public policy, communication and statistical needs of producers, manufacturers, ... TFI and Ammonia Europe have both launched voluntary certification schemes, aiming to help ammonia producers verify the emissions footprint ... TFI is the leading voice of the nation's fertilizer industry serving member organizations though legislative, educational, technical, economic ...",8630,0.368574365,"31-33"
